,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,dateTimestamps,floatTimestamps,timestamps,episode,actions,rewards,discounted_rewards,chosen_actions,optimal_actions,states,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-18 22:29:55.638416896,TASK_BEGIN,10,-0.3962270034762301,0.0462422978984789,2.0857385357904685,-0.2407193617114564,0.0664120852916347,-0.1703992510183289,-4.672969905398019,0.6259786469565453,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
2,2,2024-09-18 22:29:55.700903936,TASK_BEGIN,10,-0.4213291579673138,0.0401442491055506,1.6589060560737652,-0.117040939050778,0.0669064581671168,-0.1931262651734727,-4.095861803365814,0.501474557747454,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
3,3,2024-09-18 22:29:55.778498816,TASK_BEGIN,10,-0.4466741959799817,0.0343558826321629,1.2490562708418258,-0.0002452404679941,0.0664343779480198,-0.2145494851199895,-3.546006327217169,0.3821461188993278,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
4,4,2024-09-18 22:29:55.846342144,TASK_BEGIN,10,-0.4723200857893553,0.0289717410209029,0.8610827735933916,0.107176936911637,0.0643642431974125,-0.2340733009321453,-3.0360669513628915,0.2707755939035124,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
5,5,2024-09-18 22:29:55.902798848,TASK_BEGIN,10,-0.4984247988672563,0.0241270668882627,0.4988539032034975,0.2032624697698243,0.0602467014461243,-0.2512408509854452,-2.577592784609282,0.1699852498108896,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
6,6,2024-09-18 22:29:55.980907008,TASK_BEGIN,10,-0.5252320837605483,0.0200009256658553,0.1651998821040353,0.2866542853155028,0.0538657304340122,-0.2657439278460234,-2.1808027731843818,0.0821836806051593,1,2024-09-18 22:29:55.354763916,1726698595.354764,2024-09-18 22:29:55.354764032,0,3.0,-2.237226611765392,-20.232910550063117,[0.3916983  0.09024186 0.11564145 0.40241839],[0.3916983  0.09024186 0.11564145 0.40241839],"[-6.1121783e-03  9.7500026e-01 -8.0829851e-02 -2.9380098e-01
  1.6295254e-02  9.9594770e-03  0.0000000e+00  0.0000000e+00
  0.0000000e+00 -6.1121783e-03 -1.2065922e+01]",0.18189778121807954,0,0
7,7,2024-09-18 22:29:56.921742848,TASK_BEGIN,10,-0.5530483470709805,0.0168091647002555,-0.1380294606352034,0.3566297869177746,0.045200038016644,-0.277407179526597,-1.8542099981792468,0.0094792934884432,1,2024-09-18 22:29:56.939470947,1726698596.939471,2024-09-18 22:29:56.939471104,0,0.0,-2.724453885293528,-62.288874387875964,[0.40709832 0.13977787 0.28860106 0.16452275],[0.40709832 0.13977787 0.28860106 0.16452275],"[-0.07435679  0.2503928  -0.08603615 -0.8316208  -0.13343641 -0.02349835
  0.          0.          0.         -0.07435679 -6.269062  ]",0.10757748261119575,0,0
8,8,2024-09-18 22:29:56.993555968,TASK_BEGIN,10,-0.5822086558846383,0.0147910896475085,-0.409736875614725,0.4130544196700217,0.034321312270006,-0.2861585385701384,-1.603968194727435,-0.0464604705255387,1,2024-09-18 22:29:56.979507812,1726698596.9795084,2024-09-18 22:29:56.979508480,0,2.0,9.870610442005681,-53.87674293996436,[0.34232132 0.1097     0.37832588 0.1696528 ],[0.34232132 0.1097     0.37832588 0.1696528 ],"[-0.0752329   0.22516048 -0.03735102 -0.75789976 -0.13534683 -0.01470969
  0.          0.          0.         -0.0752329  -6.0672035 ]",0.1302429791580886,0,0
9,9,2024-09-18 22:29:57.046797056,TASK_BEGIN,10,-0.6130286282625775,0.0141943614035425,-0.6491089729114852,0.456263398488674,0.0212964403846432,-0.2920013755916844,-1.4331297868025972,-0.0845818209175197,1,2024-09-18 22:29:56.979507812,1726698596.9795084,2024-09-18 22:29:56.979508480,0,2.0,9.870610442005681,-53.87674293996436,[0.34232132 0.1097     0.37832588 0.1696528 ],[0.34232132 0.1097     0.37832588 0.1696528 ],"[-0.0752329   0.22516048 -0.03735102 -0.75789976 -0.13534683 -0.01470969
  0.          0.          0.         -0.0752329  -6.0672035 ]",0.1302429791580886,0,0
10,10,2024-09-18 22:29:57.124339968,TASK_BEGIN,10,-0.6457344520625942,0.0152580389694854,-0.855106101343502,0.4869276075267755,0.0061406478016386,-0.2949965465996172,-1.3411579736726746,-0.104591305139773,1,2024-09-18 22:29:57.084470947,1726698597.0844717,2024-09-18 22:29:57.084471808,0,2.0,7.413091065265275,-54.19008932348972,[0.31814727 0.10453352 0.38703438 0.19028483],[0.31814727 0.10453352 0.38703438 0.19028483],"[-0.0762639   0.16155374  0.00566926 -0.7836687  -0.13861565 -0.00654001
  0.          0.          0.         -0.0762639  -5.5583496 ]",0.13119722010736917,0,0
