,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,dateTimestamps,floatTimestamps,timestamps,episode,actions,rewards,discounted_rewards,chosen_actions,optimal_actions,states,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-26 22:18:36.709826816,TASK_BEGIN,20,-0.4663530914240567,0.2238551506595498,-0.2807436180366461,-0.0229556120292534,-0.2477500697172228,0.3435820452516809,-3.87906186807842,0.6968853536012019,0,2024-09-26 22:18:39.087461914,1727389119.0874624,2024-09-26 22:18:39.087462400,0,1.0,0.1,0.7725530557207989,[0.2923498 0.7076502],[0.2923498 0.7076502],"[ 0.88888889  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.3515625  -0.8         0.5       ]",0.07750273677258315,0,0
2,2,2024-09-26 22:18:36.777604864,TASK_BEGIN,20,-0.5062760239067533,0.2370007574887347,-0.7274577424955293,0.2131354001776406,-0.1942749088310947,0.3488058493625194,-3.615494449279467,0.8032153420355655,0,2024-09-26 22:18:39.138109863,1727389119.1381102,2024-09-26 22:18:39.138110208,0,1.0,0.1,0.8648275251635908,[0.28638632 0.71361368],[0.28638632 0.71361368],"[ 0.875      0.3125     0.5078125  1.         0.         1.
  1.         0.         1.         0.3359375 -0.8        0.5      ]",0.08004712469209994,0,0
3,3,2024-09-26 22:18:36.840173056,TASK_BEGIN,20,-0.5436589066451921,0.2492754772033898,-1.1297145524501455,0.4321560732281299,-0.1474784052507212,0.3546346313804698,-3.379909484419915,0.9059267966509916,0,2024-09-26 22:18:39.138109863,1727389119.1381102,2024-09-26 22:18:39.138110208,0,1.0,0.1,0.8648275251635908,[0.28638632 0.71361368],[0.28638632 0.71361368],"[ 0.875      0.3125     0.5078125  1.         0.         1.
  1.         0.         1.         0.3359375 -0.8        0.5      ]",0.08004712469209994,0,0
4,4,2024-09-26 22:18:37.753290752,TASK_BEGIN,20,-0.577259058574661,0.2602198676441689,-1.4732133967329306,0.628076020169198,-0.110037652293684,0.3612066595396336,-3.1784826484373374,1.0026729374138927,0,2024-09-26 22:18:39.848416016,1727389119.848416,2024-09-26 22:18:39.848416000,0,0.0,0.1,2.0638571635634455,[9.99668980e-01 3.31020066e-04],[9.99668980e-01 3.31020066e-04],"[0.68055556 0.3125     0.5078125  1.         0.         1.
 1.         0.         1.         0.1875     0.         0.23333333]",0.3292200073887919,0,0
5,5,2024-09-26 22:18:37.830602752,TASK_BEGIN,20,-0.6059078084321785,0.2693877727593446,-1.7476406508970932,0.7963166864449146,-0.083843080618861,0.3685763979041795,-3.014900895980724,1.0911778918470232,0,2024-09-26 22:18:39.848416016,1727389119.848416,2024-09-26 22:18:39.848416000,0,0.0,0.1,2.0638571635634455,[9.99668980e-01 3.31020066e-04],[9.99668980e-01 3.31020066e-04],"[0.68055556 0.3125     0.5078125  1.         0.         1.
 1.         0.         1.         0.1875     0.         0.23333333]",0.3292200073887919,0,0
6,6,2024-09-26 22:18:37.893084928,TASK_BEGIN,20,-0.628586103463885,0.2763689997601297,-1.946919507577331,0.9338464023822723,-0.0699551492633402,0.3767173171525921,-2.8904329289464568,1.1693591778840813,0,2024-09-26 22:18:40.305089111,1727389120.305089,2024-09-26 22:18:40.305089024,0,0.0,0.1,2.750196640421465,[9.99999993e-01 7.24466145e-09],[9.99999993e-01 7.24466145e-09],"[ 0.55555556  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.27539062  0.9        -0.06666667]",0.33551754427215547,0,0
7,7,2024-09-26 22:18:37.954752000,TASK_BEGIN,20,-0.6444838805279028,0.2808125200367689,-2.069156818827893,1.0391529462979956,-0.0686135077923058,0.3855266874377135,-2.8040600769784407,1.2354360475455972,0,2024-09-26 22:18:40.356089111,1727389120.356089,2024-09-26 22:18:40.356089088,0,0.0,0.1,2.8226946740172503,[9.99999993e-01 6.85011913e-09],[9.99999993e-01 6.85011913e-09],"[ 0.54166667  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.29492188  1.         -0.1       ]",0.3583345347205822,0,0
8,8,2024-09-26 22:18:38.031401984,TASK_BEGIN,20,-0.6530327250540247,0.2824461540034778,-2.1162333318699504,1.1121219248144176,-0.0792720319870394,0.3948285898616201,-2.7525812442473754,1.288025314491712,0,2024-09-26 22:18:40.406088135,1727389120.4060886,2024-09-26 22:18:40.406088704,0,0.0,0.1,2.894467727277078,[9.99999971e-01 2.92320375e-08],[9.99999971e-01 2.92320375e-08],"[ 0.52777778  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.31445312  1.         -0.13333333]",0.38657877700253823,0,0
9,9,2024-09-26 22:18:38.102579200,TASK_BEGIN,20,-0.6539228838923947,0.28109286199143,-2.093107278515656,1.1538716640219802,-0.1006524212871399,0.4043755479249652,-2.730827795224751,1.3262425707766765,0,2024-09-26 22:18:40.457088867,1727389120.4570892,2024-09-26 22:18:40.457089280,0,0.0,0.1,2.965523050004307,[9.99999791e-01 2.09404108e-07],[9.99999791e-01 2.09404108e-07],"[ 0.51388889  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.33398438  1.         -0.16666667]",0.4123791521453661,0,0
10,10,2024-09-26 22:18:38.170337024,TASK_BEGIN,20,-0.6471142051166104,0.2766840132336097,-2.007136223329429,1.1666061184639294,-0.1308186786629505,0.413851152203141,-2.7320545329061305,1.349787848431823,0,2024-09-26 22:18:40.457088867,1727389120.4570892,2024-09-26 22:18:40.457089280,0,0.0,0.1,2.965523050004307,[9.99999791e-01 2.09404108e-07],[9.99999791e-01 2.09404108e-07],"[ 0.51388889  0.3125      0.5078125   1.          0.          1.
  1.          0.          1.          0.33398438  1.         -0.16666667]",0.4123791521453661,0,0
