,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,timestamps,floatTimestamps,dateTimestamps,episode,states,actions,rewards,chosen_actions,optimal_actions,desired_goal,achieved_goal,numDemonstrations,steps,seed,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-10-02 20:45:21.645762816,TASK_BEGIN,24,0.3182733389269836,-0.4454695212009671,3.0948886206833968,-0.204498769541292,-0.1145356700640512,-0.1250705850753992,0.3601676530176644,-0.2043896546133169,3,2024-10-02 20:45:21.997126400,1727901921.9971263,2024-10-02 20:45:21.997126061,0,"[ 1.34364678e+00  7.50071740e-01  5.28051589e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.84472355e-02 -1.31578157e-01
 -1.03267100e-01  2.68854852e-06  1.60083430e-06 -3.15978377e-15
  4.86384349e-15 -2.19222186e-15 -4.11612399e-05 -2.30167963e-05
  1.55828119e-04  1.77683390e-15 -2.72048314e-15  4.46759721e-19
  4.11612399e-05  2.30167963e-05 -1.55828117e-04  3.32777102e-07
 -3.32777100e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.58419096 -0.9917253  -0.18386847  0.23956548],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.018000257927891,0,0
2,2,2024-10-02 20:45:21.722183168,TASK_BEGIN,24,0.3080461563237406,-0.4478371984524895,3.494860839719565,-0.0991426979678856,-0.0496323235891233,-0.1143556378917218,1.0017217388861566,-0.4750027830148935,3,2024-10-02 20:45:22.057589504,1727901922.0575895,2024-10-02 20:45:22.057588951,0,"[ 1.34370075e+00  7.50103164e-01  5.27837229e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.83932611e-02 -1.31609582e-01
 -1.03052740e-01  2.70980250e-06  1.57958033e-06 -1.81433927e-15
  2.79872111e-15 -2.19159835e-15 -4.11871359e-05 -2.30178996e-05
  1.55893070e-04  1.00811885e-15 -1.57034107e-15  2.14587491e-18
  4.11871359e-05  2.30178996e-05 -1.55893069e-04  3.32809749e-07
 -3.32809748e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.58275336 -0.99190253 -0.1812544   0.24055126],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0181706905065524,0,0
3,3,2024-10-02 20:45:21.785316864,TASK_BEGIN,24,0.3006218999019402,-0.4505125690694507,3.8800860436158433,-0.0029380839802599,0.0107893084362514,-0.1039770672782488,1.5973781183853135,-0.7286609628008998,3,2024-10-02 20:45:22.129714688,1727901922.1297147,2024-10-02 20:45:22.129713951,0,"[ 1.34375475e+00  7.50134590e-01  5.27622777e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.83392565e-02 -1.31641007e-01
 -1.02838288e-01  2.73107904e-06  1.55830378e-06 -1.04201567e-15
  1.60854040e-15 -2.19109762e-15 -4.12130274e-05 -2.30190057e-05
  1.55957955e-04  5.86777357e-16 -8.96984938e-16  3.23779399e-18
  4.12130274e-05  2.30190057e-05 -1.55957955e-04  3.32842288e-07
 -3.32842287e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.5813116  -0.9920761  -0.17863667  0.24153712],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0183389391057305,0,0
4,4,2024-10-02 20:45:21.857747968,TASK_BEGIN,24,0.2971129429788409,-0.4536944752264271,4.242708042460329,0.0810490582692536,0.0659359400249044,-0.0942445009271304,2.131794028794902,-0.9589250819960718,3,2024-10-02 20:45:22.247131648,1727901922.2471316,2024-10-02 20:45:22.247131188,0,"[ 1.34386285e+00  7.50197446e-01  5.27193594e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.82311568e-02 -1.31703863e-01
 -1.02409105e-01  2.77369939e-06  1.51568343e-06 -3.54788254e-16
  5.28080677e-16 -2.18891740e-15 -4.12647402e-05 -2.30212255e-05
  1.56087425e-04  1.90627881e-16 -3.01857760e-16  2.85742251e-18
  4.12647402e-05  2.30212255e-05 -1.56087425e-04  3.32907107e-07
 -3.32907106e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.578415   -0.99241245 -0.1733905   0.24350858],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0186696787922849,0,0
5,5,2024-10-02 20:45:21.925562112,TASK_BEGIN,24,0.2984000587959739,-0.4575254211717566,4.576741915842366,0.1506233529929722,0.115539878035746,-0.0854668856218799,2.5955140728079424,-1.1611399866186043,3,2024-10-02 20:45:22.303642880,1727901922.303643,2024-10-02 20:45:22.303642906,0,"[ 1.34391695e+00  7.50228876e-01  5.26978865e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.81770618e-02 -1.31735293e-01
 -1.02194376e-01  2.79504301e-06  1.49433982e-06 -2.11127492e-16
  3.02246818e-16 -2.18894533e-15 -4.12905417e-05 -2.30223391e-05
  1.56151974e-04  1.06682704e-16 -1.73705079e-16 -1.79210797e-18
  4.12905417e-05  2.30223391e-05 -1.56151974e-04  3.32939410e-07
 -3.32939409e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.5769603  -0.9925753  -0.17076226  0.24449418],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0188180067536956,0,0
6,6,2024-10-02 20:45:21.986166016,TASK_BEGIN,24,0.3051232713212666,-0.4620942626445112,4.878419186935398,0.2045587096377402,0.1598771094280558,-0.0779543002411933,2.985178452013028,-1.3325484236218867,3,2024-10-02 20:45:22.359645184,1727901922.3596451,2024-10-02 20:45:22.359645104,0,"[ 1.34397107e+00  7.50260307e-01  5.26764043e-01  1.43209401e+00
  6.18493583e-01  4.24784489e-01  8.81229367e-02 -1.31766724e-01
 -1.01979554e-01  2.81640879e-06  1.47297404e-06 -1.23984066e-16
  1.74675837e-16 -2.18953496e-15 -4.13162976e-05 -2.30234550e-05
  1.56216382e-04  7.18482648e-17 -9.81725496e-17  4.89314869e-19
  4.13162976e-05  2.30234550e-05 -1.56216381e-04  3.32971653e-07
 -3.32971652e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.5755013  -0.99273473 -0.16813046  0.24547969],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.018965518003714,0,0
7,7,2024-10-02 20:45:22.921165056,TASK_BEGIN,24,0.3176690562056776,-0.4674446750823818,5.146392054420131,0.2425733560959657,0.1996953798450099,-0.072019190812516,3.303051348738632,-1.4721857855304197,3,2024-10-02 20:45:23.267312896,1727901923.267313,2024-10-02 20:45:23.267312096,0,"[ 1.34484110e+00  7.50763400e-01  5.23314554e-01  1.43209401e+00
  6.18493589e-01  4.24784489e-01  8.72529083e-02 -1.32269812e-01
 -9.85300643e-02  3.16122147e-06  1.12816138e-06 -5.97744499e-08
 -3.22561675e-08 -3.15704883e-15 -4.17199858e-05 -2.30424431e-05
  1.57224814e-04  3.34861692e-08  1.80701869e-08  1.61795991e-18
  4.17204377e-05  2.30416057e-05 -1.57224907e-04  3.33481411e-07
 -3.33481410e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.5518569  -0.99490994 -0.12743232  0.26022974],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0211472095855032,0,0
8,8,2024-10-02 20:45:22.998860032,TASK_BEGIN,24,0.3361425449503714,-0.4735839629041045,5.381778227290542,0.2651836783025577,0.2360646515547619,-0.067969027104099,3.556067672011874,-1.5806137923076389,3,2024-10-02 20:45:23.377893376,1727901923.3778934,2024-10-02 20:45:23.377892906,0,"[ 1.34495038e+00  7.50826313e-01  5.22881760e-01  1.43209401e+00
  6.18493588e-01  4.24784489e-01  8.71436323e-02 -1.32332725e-01
 -9.80972712e-02  3.20470778e-06  1.08467507e-06 -1.97976948e-08
 -1.06834569e-08 -2.29628445e-15 -4.17696886e-05 -2.30441890e-05
  1.57347959e-04  1.10908419e-08  5.98496607e-09  1.09803247e-18
  4.17698383e-05  2.30439116e-05 -1.57347990e-04  3.33544396e-07
 -3.33544395e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.54882926 -0.995135   -0.12286609  0.26183388],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.02140549528594,0,0
9,9,2024-10-02 20:45:23.071674112,TASK_BEGIN,24,0.3603343977602436,-0.4804894340349196,5.58795471954147,0.2735042372187073,0.2701967726117769,-0.0660862352049609,3.7544904083521486,-1.6595771205943854,3,2024-10-02 20:45:23.433492480,1727901923.4334924,2024-10-02 20:45:23.433492027,0,"[ 1.34500506e+00  7.50857771e-01  5.22665232e-01  1.43209401e+00
  6.18493587e-01  4.24784489e-01  8.70889514e-02 -1.32364184e-01
 -9.78807429e-02  3.22648244e-06  1.06290041e-06 -1.13936833e-08
 -6.14838874e-09 -2.22476052e-15 -4.17943589e-05 -2.30452272e-05
  1.57409268e-04  6.38284111e-09  3.44438120e-09  4.96186107e-20
  4.17944450e-05  2.30450676e-05 -1.57409286e-04  3.33575829e-07
 -3.33575828e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.54729587 -0.99523836 -0.12058657  0.26264164],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0215280553367936,0,0
10,10,2024-10-02 20:45:23.139438080,TASK_BEGIN,24,0.389697367969675,-0.4881109238939587,5.770032083905518,0.2690771877556174,0.3032842764523973,-0.0665996002883283,3.910328331062334,-1.7116671370579664,3,2024-10-02 20:45:23.489075200,1727901923.4890752,2024-10-02 20:45:23.489075035,0,"[ 1.34505977e+00  7.50889231e-01  5.22448616e-01  1.43209401e+00
  6.18493587e-01  4.24784489e-01  8.70342420e-02 -1.32395644e-01
 -9.76641272e-02  3.24827802e-06  1.04110483e-06 -6.55712793e-09
 -3.53843184e-09 -2.20237360e-15 -4.18189399e-05 -2.30463173e-05
  1.57470409e-04  3.67336048e-09  1.98226050e-09  1.88036856e-18
  4.18189895e-05  2.30462255e-05 -1.57470419e-04  3.33607220e-07
 -3.33607219e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.5457583  -0.9953396  -0.11830496  0.2634493 ],[1.47090875 0.85164546 0.42469975],[1.43209401 0.61849358 0.42470209],21,651,1614,1.0216473863303874,0,0
