,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,timestamps,floatTimestamps,dateTimestamps,episode,states,actions,rewards,chosen_actions,optimal_actions,desired_goal,achieved_goal,numDemonstrations,steps,seed,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-19 22:23:42.238647040,TASK_BEGIN,12,0.0378316729525149,-0.0450512158222942,-2.223271851954985,-0.6267050694572862,-2.4602799758860248,0.6006169693322433,-5.604344971984892,1.0586643828388116,0,2024-09-19 22:23:41.939628800,1726784621.9396288,2024-09-19 22:23:41.939627820,0,"[ 1.34284055e+00  7.49600557e-01  5.31256363e-01  1.37024778e+00
  8.62928034e-01  4.24784478e-01  2.74072310e-02  1.13327478e-01
 -1.06471885e-01  4.65766757e-02  4.65773609e-02 -1.25496594e-11
  1.93071670e-11 -2.18656725e-15 -4.08356491e-05 -2.30035653e-05
  1.54970057e-04  7.03044533e-12 -1.08160639e-11 -2.26739677e-18
  4.08356488e-05  2.30035651e-05 -1.54963694e-04 -1.80421573e-06
 -2.46796464e-06]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.24561694  0.9992169  -0.49068248 -0.028377  ],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8722193193021479,0,0
2,2,2024-09-19 22:23:42.302352128,TASK_BEGIN,12,-0.1500270076733659,0.025941397799691,-1.902691391062473,-0.5739555927121546,-2.5913159130844097,0.665645155286392,-2.4714767588538678,0.5270696750951163,0,2024-09-19 22:23:41.939628800,1726784621.9396288,2024-09-19 22:23:41.939627820,0,"[ 1.34284055e+00  7.49600557e-01  5.31256363e-01  1.37024778e+00
  8.62928034e-01  4.24784478e-01  2.74072310e-02  1.13327478e-01
 -1.06471885e-01  4.65766757e-02  4.65773609e-02 -1.25496594e-11
  1.93071670e-11 -2.18656725e-15 -4.08356491e-05 -2.30035653e-05
  1.54970057e-04  7.03044533e-12 -1.08160639e-11 -2.26739677e-18
  4.08356488e-05  2.30035651e-05 -1.54963694e-04 -1.80421573e-06
 -2.46796464e-06]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.24561694  0.9992169  -0.49068248 -0.028377  ],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8722193193021479,0,0
3,3,2024-09-19 22:23:42.377409792,TASK_BEGIN,12,-0.3261648620429044,0.0925014640585341,-1.5907300503994497,-0.5241345122181593,-2.7135202353798027,0.727212557411138,0.5104838370298391,0.0194866726960977,0,2024-09-19 22:23:41.997619968,1726784621.9976199,2024-09-19 22:23:41.997619031,0,"[ 1.34287609e+00  7.53482429e-01  5.31135808e-01  1.37024778e+00
  8.62928034e-01  4.24784483e-01  2.73716909e-02  1.09445605e-01
 -1.06351326e-01  4.64604728e-02  4.66903059e-02 -7.22239396e-12
  1.11113689e-11 -2.18622873e-15 -2.30142919e-05 -3.29134360e-03
  7.16985730e-05  4.04604206e-12 -6.22469220e-12  2.34611295e-19
  2.30142917e-05  3.29134360e-03 -7.16949214e-05 -5.58827839e-05
  5.36581234e-05]","[0.0009765625, 0.12646484375, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.12646484375, -0.0009765625, 0.0]",[ 0.2466209   0.99925774 -0.4886325  -0.02769776],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8127797461773911,0,0
4,4,2024-09-19 22:23:43.306849024,TASK_BEGIN,12,-0.4864186568681536,0.1531198332090116,-1.2948517441837777,-0.4771296790223855,-2.823801936925335,0.7838445474635256,3.2761023225144243,-0.453717872574334,0,2024-09-19 22:23:43.396220160,1726784623.3962202,2024-09-19 22:23:43.396220105,0,"[ 1.34966798e+00  9.07125690e-01  5.27706913e-01  1.37024763e+00
  8.62927842e-01  4.24784509e-01  2.05796579e-02 -4.41978476e-02
 -1.02922404e-01  4.66965061e-02  4.64507372e-02  7.56327668e-06
 -5.73461214e-06  2.16840419e-11 -4.38398250e-05 -2.82125242e-05
  1.57098680e-04 -4.09070715e-06  3.10164760e-06 -9.28402766e-20
  4.39170247e-05  2.83143416e-05 -1.57109460e-04  8.17866298e-06
 -8.17865229e-06]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.3869136  -0.71392995 -0.9972815   0.27092224],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8179544627003965,0,0
5,5,2024-09-19 22:23:43.384084992,TASK_BEGIN,12,-0.6276819785536288,0.2066443935314232,-1.0219031604919353,-0.4326739931012463,-2.919947331445455,0.8344692036382771,5.772032269033432,-0.8839562524248248,0,2024-09-19 22:23:43.732223488,1726784623.7322235,2024-09-19 22:23:43.732223035,0,"[ 1.36526662e+00  9.05609854e-01  5.26876976e-01  1.37024777e+00
  8.62928024e-01  4.24784490e-01  4.98115249e-03 -4.26818298e-02
 -1.02092486e-01  4.67292122e-02  4.64180313e-02  2.76249328e-07
 -2.09457199e-07  2.67405733e-14  3.75173305e-04 -1.06524345e-04
  1.02944504e-04 -1.54757269e-07  1.17339739e-07  1.84065810e-18
 -3.75170371e-04  1.06528215e-04 -1.02944902e-04 -1.65078054e-05
  1.65078345e-05]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.23842031 -0.6789247  -0.998633    0.27566743],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.820130385226941,0,0
6,6,2024-09-19 22:23:43.456726016,TASK_BEGIN,12,-0.7479129418365746,0.2522882528405041,-0.7778028551520239,-0.3905413853344865,-3.000717342648872,0.8784371057214773,7.957902727105669,-1.2643702142872104,0,2024-09-19 22:23:43.732223488,1726784623.7322235,2024-09-19 22:23:43.732223035,0,"[ 1.36526662e+00  9.05609854e-01  5.26876976e-01  1.37024777e+00
  8.62928024e-01  4.24784490e-01  4.98115249e-03 -4.26818298e-02
 -1.02092486e-01  4.67292122e-02  4.64180313e-02  2.76249328e-07
 -2.09457199e-07  2.67405733e-14  3.75173305e-04 -1.06524345e-04
  1.02944504e-04 -1.54757269e-07  1.17339739e-07  1.84065810e-18
 -3.75170371e-04  1.06528215e-04 -1.02944902e-04 -1.65078054e-05
  1.65078345e-05]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.23842031 -0.6789247  -0.998633    0.27566743],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.820130385226941,0,0
7,7,2024-09-19 22:23:43.524470016,TASK_BEGIN,12,-0.8461036866823535,0.2896159586230747,-0.567694519734246,-0.3507066557912542,-3.0658055411302105,0.9154971852434272,9.806727261069108,-1.5898393523711445,0,2024-09-19 22:23:43.732223488,1726784623.7322235,2024-09-19 22:23:43.732223035,0,"[ 1.36526662e+00  9.05609854e-01  5.26876976e-01  1.37024777e+00
  8.62928024e-01  4.24784490e-01  4.98115249e-03 -4.26818298e-02
 -1.02092486e-01  4.67292122e-02  4.64180313e-02  2.76249328e-07
 -2.09457199e-07  2.67405733e-14  3.75173305e-04 -1.06524345e-04
  1.02944504e-04 -1.54757269e-07  1.17339739e-07  1.84065810e-18
 -3.75170371e-04  1.06528215e-04 -1.02944902e-04 -1.65078054e-05
  1.65078345e-05]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.23842031 -0.6789247  -0.998633    0.27566743],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.820130385226941,0,0
8,8,2024-09-19 22:23:43.592273920,TASK_BEGIN,12,-0.9222301070056336,0.3185180462847491,-0.396438687148119,-0.3133821541401345,-3.115686456593715,0.9457392005117182,11.30492099968381,-1.85713275958744,0,2024-09-19 22:23:43.732223488,1726784623.7322235,2024-09-19 22:23:43.732223035,0,"[ 1.36526662e+00  9.05609854e-01  5.26876976e-01  1.37024777e+00
  8.62928024e-01  4.24784490e-01  4.98115249e-03 -4.26818298e-02
 -1.02092486e-01  4.67292122e-02  4.64180313e-02  2.76249328e-07
 -2.09457199e-07  2.67405733e-14  3.75173305e-04 -1.06524345e-04
  1.02944504e-04 -1.54757269e-07  1.17339739e-07  1.84065810e-18
 -3.75170371e-04  1.06528215e-04 -1.02944902e-04 -1.65078054e-05
  1.65078345e-05]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[ 0.23842031 -0.6789247  -0.998633    0.27566743],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.820130385226941,0,0
9,9,2024-09-19 22:23:43.657097984,TASK_BEGIN,12,-0.9771459031568468,0.3391760361116042,-0.2691270022485509,-0.2789137930006331,-3.151441672575031,0.9695137465781076,12.451679592097856,-2.065088940164437,0,2024-09-19 22:23:44.012206080,1726784624.012206,2024-09-19 22:23:44.012206189,0,"[ 1.36690998e+00  9.03809240e-01  5.25883165e-01  1.37024778e+00
  8.62928031e-01  4.24784489e-01  3.33779477e-03 -4.08812090e-02
 -1.01098676e-01  4.67678508e-02  4.63793927e-02  1.74400956e-08
 -1.32233935e-08 -2.07406138e-15 -1.25921757e-03  1.65968212e-03
  7.61088342e-05 -9.77009421e-09  7.40786080e-09  1.56800284e-18
  1.25921776e-03 -1.65968187e-03 -7.61088589e-05  2.81700497e-05
 -2.81700176e-05]","[0.04803466796875, -0.06372833251953125, -0.0009765625, 0.0]",-1.0,"[0.04803466796875, -0.06372833251953125, -0.0009765625, 0.0]",[ 0.24598268 -0.68930507 -0.9984623   0.27708617],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8307584333553798,0,0
10,10,2024-09-19 22:23:43.719758080,TASK_BEGIN,12,-1.0124072856823885,0.3520227063439289,-0.1912636642823008,-0.2476022796706206,-3.174639127193162,0.9873520751525932,13.257778349241436,-2.214659297358739,0,2024-09-19 22:23:44.068207360,1726784624.0682073,2024-09-19 22:23:44.068206922,0,"[ 1.36956036e+00  8.99801367e-01  5.25762465e-01  1.37024778e+00
  8.62928031e-01  4.24784489e-01  6.87412604e-04 -3.68733360e-02
 -1.00977975e-01  4.68576523e-02  4.62895912e-02  1.00368718e-08
 -7.61013635e-09 -2.15246434e-15 -2.04274431e-03  3.05558237e-03
  8.61003374e-05 -5.62274345e-09  4.26326501e-09 -4.79580210e-19
  2.04274442e-03 -3.05558223e-03 -8.61003516e-05  2.46881625e-05
 -2.46880992e-05]","[0.0833282470703125, -0.12451171875, -0.0009765625, 0.0]",-1.0,"[0.0833282470703125, -0.12451171875, -0.0009765625, 0.0]",[ 0.23156759 -0.6638188  -0.99876624  0.2859565 ],[1.24435684 0.65055578 0.42469975],[1.37024778 0.86292804 0.42470209],12,651,1756,0.8502545335504272,0,0
