,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,timestamps,floatTimestamps,dateTimestamps,episode,states,actions,rewards,chosen_actions,optimal_actions,desired_goal,achieved_goal,numDemonstrations,steps,seed,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-20 21:34:14.934569984,TASK_BEGIN,14,-0.3149563856787777,0.2282774027473661,2.8853759235254204,-0.7316873813871353,1.1652326176509384,0.0914824023711948,5.89343983114817,-1.1172075543615818,2,2024-09-20 21:34:14.588862976,1726868054.588863,2024-09-20 21:34:14.588862840,0,"[ 1.34413363e+00  7.50354609e-01  5.26119027e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.29946352e-02  1.37395608e-01
 -1.01334538e-01  2.88063845e-06  1.40874438e-06 -4.20046746e-18
  6.45715123e-17 -2.18708464e-15 -4.13932505e-05 -2.30268165e-05
  1.56408690e-04  5.56890076e-18 -3.56059189e-17  1.65137779e-19
  4.13932505e-05  2.30268165e-05 -1.56408690e-04  3.33068069e-07
 -3.33068068e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08075567  0.9999275  -0.2206855   0.3377328 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3582897569821533,0,0
2,2,2024-09-20 21:34:15.002924800,TASK_BEGIN,14,-0.1542254290413625,0.1831166729747154,3.5541367499465446,-0.9818902873183843,1.1268225698889844,0.0459424218346,5.679450154493257,-1.0619840067419886,2,2024-09-20 21:34:14.648459776,1726868054.6484597,2024-09-20 21:34:14.648459031,0,"[ 1.34418787e+00  7.50386046e-01  5.25903840e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.30488798e-02  1.37364171e-01
 -1.01119350e-01  2.90209221e-06  1.38729063e-06  2.65710452e-17
  6.05927919e-17 -2.18704343e-15 -4.14187879e-05 -2.30279414e-05
  1.56472474e-04 -1.07488892e-17 -3.87034462e-17  1.37784719e-18
  4.14187879e-05  2.30279414e-05 -1.56472474e-04  3.33100113e-07
 -3.33100112e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08122709  0.99992716 -0.21938345  0.3381455 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3581711293156268,0,0
3,3,2024-09-20 21:34:15.069048064,TASK_BEGIN,14,-0.0029115055651276,0.1408555736897422,4.151684647863647,-1.2147032907695845,1.0898377612132395,0.0014434363139977,5.480966400365446,-1.0033285871364697,2,2024-09-20 21:34:14.705938432,1726868054.7059383,2024-09-20 21:34:14.705937791,0,"[ 1.34424215e+00  7.50417484e-01  5.25688561e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.31031540e-02  1.37332733e-01
 -1.00904071e-01  2.92356778e-06  1.36581506e-06  5.20391147e-17
  5.66475953e-17 -2.18686327e-15 -4.14442657e-05 -2.30290685e-05
  1.56536093e-04 -1.10809446e-17 -2.80926888e-17  3.46927704e-19
  4.14442657e-05  2.30290685e-05 -1.56536093e-04  3.33132113e-07
 -3.33132113e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08169853  0.9999268  -0.21808001  0.3385581 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3580575494320704,0,0
4,4,2024-09-20 21:34:15.138756096,TASK_BEGIN,14,0.1353097935858144,0.1025261722780069,4.652497144623216,-1.4235326640956845,1.0536913763095197,-0.0412706164126385,5.298064128009295,-0.9405269787826191,2,2024-09-20 21:34:14.764567040,1726868054.7645671,2024-09-20 21:34:14.764566941,0,"[ 1.34429645e+00  7.50448924e-01  5.25473191e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.31574578e-02  1.37301293e-01
 -1.00688702e-01  2.94506510e-06  1.34431773e-06  7.03547134e-17
  4.91298827e-17 -2.18678587e-15 -4.14696829e-05 -2.30301978e-05
  1.56599546e-04 -3.60839885e-17 -3.08686667e-17  2.90423648e-18
  4.14696829e-05  2.30301978e-05 -1.56599546e-04  3.33164071e-07
 -3.33164070e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08217015  0.99992645 -0.2167752   0.33897078],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.35794605624782905,0,0
5,5,2024-09-20 21:34:15.206124032,TASK_BEGIN,14,0.2574252455201071,0.0689011724654711,5.039342130620845,-1.6039353082081804,1.017548976150202,-0.0814034531107806,5.130260673052024,-0.8735650203206576,2,2024-09-20 21:34:14.823564800,1726868054.8235648,2024-09-20 21:34:14.823564012,0,"[ 1.34435078e+00  7.50480365e-01  5.25257731e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.32117911e-02  1.37269852e-01
 -1.00473242e-01  2.96658412e-06  1.32279871e-06  8.28856601e-17
  4.12544547e-17 -2.18628202e-15 -4.14950389e-05 -2.30313292e-05
  1.56662833e-04 -2.81439953e-17 -2.48535857e-17  5.89617555e-19
  4.14950389e-05  2.30313292e-05 -1.56662833e-04  3.33195987e-07
 -3.33195986e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08264194  0.9999261  -0.21546902  0.3393835 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3578355177715976,0,0
6,6,2024-09-20 21:34:15.273572096,TASK_BEGIN,14,0.3611295551391686,0.0404816982325055,5.304038618351752,-1.7537324803483445,0.9804475672458556,-0.1181446167121048,4.976978075398715,-0.8033030105786717,2,2024-09-20 21:34:14.882032384,1726868054.8820324,2024-09-20 21:34:14.882032029,0,"[ 1.34440515e+00  7.50511808e-01  5.25042180e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.32661539e-02  1.37238409e-01
 -1.00257691e-01  2.98812477e-06  1.30125806e-06  9.62258055e-17
  3.50875804e-17 -2.18642665e-15 -4.15203330e-05 -2.30324627e-05
  1.56725953e-04 -3.09695126e-17 -1.51418078e-17 -3.40279383e-18
  4.15203330e-05  2.30324627e-05 -1.56725953e-04  3.33227862e-07
 -3.33227861e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.08311388  0.99992573 -0.21416162  0.3397961 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3577259076384864,0,0
7,7,2024-09-20 21:34:16.209047040,TASK_BEGIN,14,0.4448543370629801,0.0175088863111302,5.447299532924746,-1.8728661085013552,0.9414421647114304,-0.1507239656334909,4.8379351603701135,-0.7314849783315457,2,2024-09-20 21:34:15.836766976,1726868055.836767,2024-09-20 21:34:15.836766160,0,"[ 1.34533374e+00  7.51046552e-01  5.21364233e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.41947437e-02  1.36703665e-01
 -9.65797439e-02  3.35756778e-06  9.31815069e-07  8.76796700e-17
  3.43372181e-19 -2.18184916e-15 -4.19407822e-05 -2.30520439e-05
  1.57773660e-04 -3.83965026e-17 -3.64617714e-18  1.05061581e-19
  4.19407822e-05  2.30520439e-05 -1.57773660e-04  3.33763567e-07
 -3.33763566e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.09154743  0.99991846 -0.1924019   0.34655455],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3559022180645125,0,0
8,8,2024-09-20 21:34:16.274136064,TASK_BEGIN,14,0.5077802480476575,-8.527109743743994e-06,5.477788077081199,-1.963047458783999,0.8996946655709558,-0.1784592148711888,4.713393636736218,-0.660578421998284,2,2024-09-20 21:34:15.894766336,1726868055.8947663,2024-09-20 21:34:15.894765916,0,"[ 1.34538862e+00  7.51078021e-01  5.21147097e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.42496220e-02  1.36672197e-01
 -9.63626080e-02  3.37948772e-06  9.09895140e-07  8.94584555e-17
  8.99764616e-20 -2.18229366e-15 -4.19649556e-05 -2.30532133e-05
  1.57833827e-04 -4.17028331e-17  8.85026918e-19  1.29165446e-18
  4.19649556e-05  2.30532133e-05 -1.57833827e-04  3.33794713e-07
 -3.33794712e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.09207348  0.9999178  -0.19117747  0.3469223 ],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.35579682084188435,0,0
9,9,2024-09-20 21:34:16.349627904,TASK_BEGIN,14,0.5498134092192674,-0.0122592750368564,5.410607871545092,-2.027275180585484,0.8544820062490595,-0.2007785330332421,4.604169341632529,-0.5934799783311973,2,2024-09-20 21:34:15.950765056,1726868055.9507651,2024-09-20 21:34:15.950764939,0,"[ 1.34544352e+00  7.51109491e-01  5.20929875e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.43045281e-02  1.36640727e-01
 -9.61453861e-02  3.40142817e-06  8.87954683e-07  8.29707574e-17
  2.32880022e-21 -2.18338818e-15 -4.19890676e-05 -2.30543845e-05
  1.57893835e-04 -4.63266260e-17 -2.32759613e-18 -1.27721231e-18
  4.19890676e-05  2.30543845e-05 -1.57893835e-04  3.33825818e-07
 -3.33825817e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.09259979  0.99991715 -0.1899522   0.34728992],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.3556923828891681,0,0
10,10,2024-09-20 21:34:16.411201024,TASK_BEGIN,14,0.5715214728147825,-0.0195922068935246,5.265499673696405,-2.06931987207234,0.8051763332318771,-0.2172153699280245,4.511291768747644,-0.5331291885254094,2,2024-09-20 21:34:16.064766720,1726868056.0647666,2024-09-20 21:34:16.064765916,0,"[ 1.34555342e+00  7.51172435e-01  5.20495175e-01  1.28113899e+00
  8.87750217e-01  4.24784489e-01 -6.44144237e-02  1.36577782e-01
 -9.57106856e-02  3.44537045e-06  8.44012408e-07  7.43948180e-17
 -5.91656925e-19 -2.18399095e-15 -4.20371076e-05 -2.30567326e-05
  1.58013377e-04 -4.16181796e-17 -4.41772125e-18 -6.59204747e-19
  4.20371076e-05  2.30567326e-05 -1.58013377e-04  3.33887903e-07
 -3.33887902e-07]","[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",-1.0,"[0.0009765625, 0.0009765625, -0.0009765625, 0.0]",[-0.09365265  0.99991584 -0.18749802  0.34802532],[1.44986394 0.65957002 0.60988618],[1.281139   0.88775022 0.42470209],21,651,180,0.35548630613528875,0,0
