,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id
0,2024-10-02 20:40:28.622785156,TASK_BEGIN,024,0.4247424729681722,0.09628849798665935,-0.8876950562984625,-0.2288116778746121,-0.8356338868885959,0.016949014845040633,9.481468712386535,-1.4961439947345399,2
1,2024-10-02 20:40:28.700386963,0,024,0.40413550892296335,0.10039406799866403,-1.027583789847121,-0.20464987790969308,-0.8237828248735335,0.021693438478956186,9.45172814852285,-1.515169675579908,2
2,2024-10-02 20:40:28.762415771,0,024,0.38223780740366287,0.10469882690643822,-1.1476789694240623,-0.18605320619975255,-0.8147994721597582,0.026811424535274967,9.404503971142214,-1.5280261729559728,2
3,2024-10-02 20:40:28.839602051,0,024,0.35965839170641656,0.10906359898372783,-1.2437419971276165,-0.173326895278006,-0.808880299459447,0.032233341845383956,9.33521147697776,-1.5336539880662123,2
4,2024-10-02 20:40:28.907499023,0,024,0.3368599461236997,0.11341525409080597,-1.312967357139651,-0.1663475028942219,-0.8060834512364566,0.0379109822614612,9.239169131314876,-1.5312047874897672,2
5,2024-10-02 20:40:28.963743896,0,024,0.31414464163748906,0.11775591906884818,-1.3542535788123962,-0.1645540034827235,-0.8063565035627097,0.04382056032609879,9.112318387050502,-1.5202256089113808,2
6,2024-10-02 20:40:29.040927002,0,024,0.2916546616487264,0.12216069501946435,-1.368163877826802,-0.16700317730522884,-0.8095330112579091,0.04996013049921369,8.951890297071573,-1.5008226603007806,2
7,2024-10-02 20:40:29.955967041,0,024,0.26939485727412804,0.12676354314385915,-1.3566036285917848,-0.1725005317934722,-0.81528451465837,0.05634519155977566,8.756956042751305,-1.4737701233723322,2
8,2024-10-02 20:40:30.017497070,0,024,0.2472676477511046,0.1317349144237976,-1.322400866570135,-0.1797799842053209,-0.82305581350431,0.06300586821357493,8.528776223811821,-1.440529723097643,2
9,2024-10-02 20:40:30.096034912,0,024,0.22511259515123627,0.1372538598118717,-1.2689492744112858,-0.18767600754684266,-0.8320180245343886,0.06998366873856667,8.270843840380193,-1.4031621434946766,2
10,2024-10-02 20:40:30.163786865,0,024,0.20276057894441607,0.14347364900042248,-1.1999498280988132,-0.19523473143055758,-0.8410593568885033,0.07732331232064112,7.988589691214931,-1.3641423438140836,2
11,2024-10-02 20:40:30.231590088,0,024,0.18010821570048252,0.15048212061503352,-1.1192401917170343,-0.2017411841999834,-0.8488322879857735,0.08506062212954564,7.688899363467797,-1.3261227619774447,2
12,2024-10-02 20:40:30.299337891,0,024,0.15719689845082477,0.15826438696861955,-1.030677501003702,-0.20668743991843955,-0.8538653328135728,0.09321272299117198,7.3796964332174415,-1.2917031929082365,2
13,2024-10-02 20:40:30.367090820,0,024,0.134276360449717,0.16667674588248774,-0.9379943033538869,-0.2097386058768649,-0.8547097971805059,0.10177209957925926,7.06969631540033,-1.2632466556565205,2
14,2024-10-02 20:40:31.278268066,0,024,0.11183840079245495,0.17543692393648738,-0.8445839800316138,-0.21073455219905637,-0.8500695873086539,0.11069760802739961,6.768160799949897,-1.2427314396396256,2
15,2024-10-02 20:40:31.340878906,0,024,0.09060858556928951,0.18413169099787297,-0.7532640880985773,-0.20972006458837963,-0.838878817349074,0.11989618858176844,6.484431068769836,-1.2316018202409507,2
16,2024-10-02 20:40:31.417658936,0,024,0.07149897319577739,0.19223844256906034,-0.6661081392428364,-0.20696941486940335,-0.82032062726074,0.12919830252152145,6.227234122129329,-1.2306159115243127,2
17,2024-10-02 20:40:31.486167969,0,024,0.05554323750473809,0.19915496226982848,-0.5844475547507806,-0.20296494773415633,-0.7938024389621435,0.13833670082305322,6.003918016680425,-1.239740306521529,2
18,2024-10-02 20:40:31.556715088,0,024,0.04382861078896578,0.20423331391151117,-0.5090978908371102,-0.19830959918795935,-0.7589145427536577,0.14693711656362018,5.819729755310014,-1.2581329770986671,2
19,2024-10-02 20:40:31.618251952,0,024,0.03742551454790162,0.20681458656666699,-0.4407108821668067,-0.19360276351812922,-0.7154015290917781,0.1545261682838917,5.677201129585149,-1.2842075954631476,2
20,2024-10-02 20:40:31.692639893,0,024,0.03731912925290034,0.20626005493160804,-0.3800782361209379,-0.18932879070605257,-0.6631733049628875,0.1605587995325577,5.575766859705804,-1.3157527126663093,2
21,2024-10-02 20:40:32.631408936,0,024,0.044349661542488414,0.2019766218568928,-0.3283383545919929,-0.1857689300216488,-0.6023613976276213,0.1644610096941485,5.511800668137718,-1.3500957862240828,2
22,2024-10-02 20:40:32.693116943,0,024,0.059160609303190004,0.19343849197041244,-0.28711404621424413,-0.18292392760057544,-0.533391443858364,0.16567711710662897,5.47918270930691,-1.384307608195011,2
23,2024-10-02 20:40:32.771734863,0,024,0.08214960658526035,0.18020795374085044,-0.2584910308968073,-0.18046770556864838,-0.45704022752905166,0.16371456026692172,5.4702955686216646,-1.4154208876694083,2
24,2024-10-02 20:40:32.839493896,0,024,0.11341722678736045,0.16195768642621175,-0.24470705838904946,-0.17777749949406316,-0.37447847441610743,0.1581880221548274,5.4771630085113845,-1.4406288736430053,2
25,2024-10-02 20:40:32.893551025,0,024,0.15271569142249164,0.13849671639868963,-0.24759623212494877,-0.17405614723508023,-0.28731045220762125,0.1488632676334257,5.492438221698712,-1.45745327000328,2
26,2024-10-02 20:40:32.971218018,0,024,0.19940995465040254,0.10980029128885108,-0.26798290548235865,-0.1685157533179044,-0.19759793395379346,0.13569381141713563,5.5100540652598635,-1.463891331276808,2
