,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id
0,2024-09-26 21:12:43.208218112,0,019,-0.037826417204441486,-0.18051415930140222,9.44452306246486,-1.4495318982571506,-0.8720230071002631,0.7877210031911976,1.420768999850163,-1.5997455001258158,0
1,2024-09-26 21:12:44.120030976,0,019,-0.24577620722216803,-0.15717544323479354,10.186372067185061,-1.4649633185222797,-0.685292643167164,0.7553841954305966,3.4859786028709148,-1.840116121667995,0
2,2024-09-26 21:12:44.190822912,0,019,-0.4471832733737599,-0.1345264006735196,10.900818514061644,-1.4755643320455656,-0.5016126186200057,0.7237147342299802,5.482214816517823,-2.0728403260138193,0
3,2024-09-26 21:12:44.257618944,0,019,-0.6360431688894173,-0.11309211032942516,11.565565935574092,-1.4786649799395768,-0.3222823956087199,0.6928739870045806,7.3410282888924625,-2.2902161171668727,0
4,2024-09-26 21:12:44.321323008,0,019,-0.807521626039891,-0.09329977020640513,12.16206364746446,-1.4725452411604865,-0.1485738987269289,0.6629369737869499,9.007623533278004,-2.4860426034937655,0
5,2024-09-26 21:12:44.391201024,0,019,-0.9581882187719806,-0.0754745286609889,12.676286133753713,-1.4566059188641998,0.01821017446735526,0.6338934533375823,10.445279716722682,-2.6561204819360453,0
6,2024-09-26 21:12:44.457988096,0,019,-1.0860045926861028,-0.059863006868528995,13.099252366482562,-1.431395522201965,0.17681199632859051,0.6056420134101587,11.63669802409467,-2.7983966439873913,0
7,2024-09-26 21:12:44.524763136,0,019,-1.1901474490870658,-0.04667098627513872,13.427734004746126,-1.3986047365113419,0.3261910111127216,0.5779821754068881,12.582395306853867,-2.912770097251428,0
8,2024-09-26 21:12:45.486087936,0,019,-1.2707647618616291,-0.036099812734989994,13.664945634344784,-1.361031766114757,0.4656571771723256,0.550623222351612,13.297571705015251,-3.000734477964831,0
9,2024-09-26 21:12:45.546961920,0,019,-1.3287609523515487,-0.028362806616334967,13.820527506169324,-1.3224095708640056,0.5948890997979683,0.5232176080983969,13.808762622549438,-3.0650138956743964,0
10,2024-09-26 21:12:45.604875008,0,019,-1.3656611327378743,-0.023669127506413368,13.909494680384567,-1.2870418178053344,0.7138688010350389,0.4954071640471601,14.150341846024299,-3.1091808524069795,0
11,2024-09-26 21:12:45.685565952,0,019,-1.3835298018711737,-0.022181282207596114,13.950458357580075,-1.2593113778616662,0.8227614400416393,0.46686789003060275,14.360501978284596,-3.137179173334941,0
12,2024-09-26 21:12:45.752973056,0,019,-1.3848927409834373,-0.02396285954086763,13.9636547398428,-1.2431810274579795,0.9217409205559703,0.4373492860784674,14.477060985632924,-3.1527881853181166,0
13,2024-09-26 21:12:45.819952896,0,019,-1.3726428395434664,-0.02893131100615842,13.969147407063227,-1.2418057652967023,1.010828812673485,0.4067043180005201,14.533927922401608,-3.1591669922044994,0
14,2024-09-26 21:12:45.884002048,0,019,-1.3499264211112574,-0.03682996172864107,13.985328132402545,-1.2573173413382803,1.0898620829312036,0.37490049450852847,14.55869939294303,-3.158581439241654,0
15,2024-09-26 21:12:46.835807232,0,019,-1.319990536787007,-0.04723051419740561,14.027770909019097,-1.290750672622079,1.1586256599508167,0.34201086315505425,14.571418607364329,-3.1523364176322937,0
16,2024-09-26 21:12:46.903659264,0,019,-1.285974885132065,-0.05956702685464787,14.108480129527047,-1.342052195958022,1.217053351125557,0.3082038156827907,14.584399971558723,-3.1409007702824656,0
17,2024-09-26 21:12:46.970437888,0,019,-1.2506704862777387,-0.07319252593020559,14.235395905905229,-1.4101419294185682,1.2653402783008714,0.27375666469413623,14.602856474417932,-3.1241794031802197,0
18,2024-09-26 21:12:47.036845056,0,019,-1.2163121036544673,-0.087442215364725,14.41184206261451,-1.493010099717867,1.3038743128884953,0.23909614324470238,14.625995651214692,-3.101852555838957,0
19,2024-09-26 21:12:47.104086016,0,019,-1.1844660238271136,-0.10168697808289426,14.635827221708816,-1.5878240145191758,1.333021874584066,0.20484160920691974,14.648589290819094,-3.0737198633987814,0
20,2024-09-26 21:12:47.159532032,0,019,-1.1560107075057675,-0.11537419499084986,14.899655655130474,-1.6910453506233651,1.3528884688038116,0.17181925329439138,14.663169669438044,-3.040010691904649,0
21,2024-09-26 21:12:47.222217984,0,019,-1.1311760007379559,-0.1280630080230489,15.190480886465703,-1.7985787579979415,1.363178641829983,0.14102637898052225,14.662433698674302,-3.0015772301159127,0
22,2024-09-26 21:12:48.181732864,0,019,-1.1096397724659428,-0.13945213844445797,15.49191842382519,-1.9059673097390046,1.363234377345475,0.11354158064706327,14.64096798498138,-2.9598560780830896,0
