,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,dateTimestamps,floatTimestamps,timestamps,episode,actions,rewards,discounted_rewards,chosen_actions,optimal_actions,states,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-20 21:21:26.455491840,TASK_BEGIN,14,0.2140427807273351,-0.0044010680809539,4.943622029396965,-0.3355018420103333,0.5525818743507005,0.1179707790638739,6.432848796124459,-1.952163206896624,0,2024-09-20 21:21:29.123393066,1726867289.1233935,2024-09-20 21:21:29.123393536,0,1.0,0.1,0.199,[0.25692739 0.74307261],[0.25692739 0.74307261],"[ 0.97222222  0.1953125   0.390625    1.          0.          1.
  1.          0.          1.          0.4453125  -0.8         0.5       ]",0.12171393338766126,0,0
2,2,2024-09-20 21:21:26.509378816,TASK_BEGIN,14,0.2421628782168034,-0.0037199414729924,5.232175208582173,-0.5180166282480106,0.6745043016354684,0.1131284048769395,6.8349641116690165,-1.9183836427810623,0,2024-09-20 21:21:29.123393066,1726867289.1233935,2024-09-20 21:21:29.123393536,0,1.0,0.1,0.199,[0.25692739 0.74307261],[0.25692739 0.74307261],"[ 0.97222222  0.1953125   0.390625    1.          0.          1.
  1.          0.          1.          0.4453125  -0.8         0.5       ]",0.12171393338766126,0,0
3,3,2024-09-20 21:21:27.456898048,TASK_BEGIN,14,0.2657330122370868,-0.0034122465775293,5.51751451938938,-0.6938420638029873,0.79354092855607,0.106581422195502,7.235285185465267,-1.89183711756211,0,2024-09-20 21:21:30.477499023,1726867290.4774992,2024-09-20 21:21:30.477499136,0,0.0,0.1,2.5282790566840374,[9.99746780e-01 2.53219618e-04],[9.99746780e-01 2.53219618e-04],"[0.59722222 0.1953125  0.390625   1.         0.         1.
 1.         0.         1.         0.17578125 0.4        0.1       ]",0.3620149719643481,0,0
4,4,2024-09-20 21:21:27.534135040,TASK_BEGIN,14,0.2828932178699554,-0.0035963837220119,5.796928221279618,-0.8600653445742424,0.9077291228341848,0.0977051649877101,7.621202693400462,-1.8722996543677448,0,2024-09-20 21:21:30.527443848,1726867290.5274448,2024-09-20 21:21:30.527444736,0,0.0,0.1,2.6029962661171973,[9.99896310e-01 1.03690145e-04],[9.99896310e-01 1.03690145e-04],"[0.58333333 0.1953125  0.390625   1.         0.         1.
 1.         0.         1.         0.18554688 0.5        0.06666667]",0.366372455912963,0,0
5,5,2024-09-20 21:21:27.602957056,TASK_BEGIN,14,0.2923397972790255,-0.0043636538915304,6.069331405026898,-1.014486184540063,1.0153745382836872,0.0860796526928853,7.978574766671189,-1.858537734152788,0,2024-09-20 21:21:30.627490967,1726867290.627491,2024-09-20 21:21:30.627491072,0,0.0,0.1,2.750196640421465,[9.99922565e-01 7.74345851e-05],[9.99922565e-01 7.74345851e-05],"[0.55555556 0.1953125  0.390625   1.         0.         1.
 1.         0.         1.         0.2109375  0.7        0.        ]",0.3852745915814465,0,0
6,6,2024-09-20 21:21:27.661031936,TASK_BEGIN,14,0.2934202333265546,-0.0057640960177524,6.334731262631417,-1.1556033726261172,1.1151338121056251,0.0715089163218865,8.293855399902109,-1.8485762306281213,0,2024-09-20 21:21:30.677491943,1726867290.6774924,2024-09-20 21:21:30.677492480,0,0.0,0.1,2.8226946740172503,[9.99873609e-01 1.26391271e-04],[9.99873609e-01 1.26391271e-04],"[ 0.54166667  0.1953125   0.390625    1.          0.          1.
  1.          0.          1.          0.2265625   0.8        -0.03333333]",0.4036819080125869,0,0
7,7,2024-09-20 21:21:27.723111936,TASK_BEGIN,14,0.286164707617553,-0.0077940709304329,6.593426918633302,-1.2825346711070136,1.206048297640888,0.0540089503773679,8.556467324919456,-1.8401213773003076,0,2024-09-20 21:21:30.727503174,1726867290.727503,2024-09-20 21:21:30.727503104,0,0.0,0.1,2.894467727277078,[9.99776528e-01 2.23472178e-04],[9.99776528e-01 2.23472178e-04],"[ 0.52777778  0.1953125   0.390625    1.          0.          1.
  1.          0.          1.          0.24414062  0.9        -0.06666667]",0.4187794830923682,0,0
8,8,2024-09-20 21:21:27.799868160,TASK_BEGIN,14,0.271249541994562,-0.0103933367948262,6.845287148929611,-1.3949141980407551,1.2875383660301294,0.033775490572181,8.760421063045843,-1.8309691897986389,0,2024-09-20 21:21:30.777501953,1726867290.7775025,2024-09-20 21:21:30.777502464,0,0.0,0.1,2.965523050004307,[9.99423523e-01 5.76477113e-04],[9.99423523e-01 5.76477113e-04],"[ 0.51388889  0.1953125   0.390625    1.          0.          1.
  1.          0.          1.          0.26367188  1.         -0.1       ]",0.4292087049078058,0,0
9,9,2024-09-20 21:21:27.873826816,TASK_BEGIN,14,0.249901482950059,-0.0134542718676005,7.089332035780484,-1.4927750166313178,1.3593768898441911,0.0111478394807892,8.904572629407799,-1.819264623462152,0,2024-09-20 21:21:30.877501953,1726867290.8775022,2024-09-20 21:21:30.877502208,0,0.0,0.1,3.1055091413092217,[0.98948103 0.01051897],[0.98948103 0.01051897],"[ 0.48611111  0.1953125   0.390625    0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.30273438  1.         -0.16666667]",0.4412532807955075,0,0
10,10,2024-09-20 21:21:28.791912960,TASK_BEGIN,14,0.2237663843020052,-0.0168400133247813,7.323653155726661,-1.576415881918091,1.4216360907535015,-0.0134183350048168,8.991631957101008,-1.803600832234604,0,2024-09-20 21:21:31.782592041,1726867291.7825925,2024-09-20 21:21:31.782592512,0,0.0,0.1,4.246452500230714,[9.99999691e-01 3.09285626e-07],[9.99999691e-01 3.09285626e-07],"[0.23611111 0.1953125  0.390625   0.73611111 0.29296875 0.48828125
 1.         0.         1.         0.26953125 0.5        0.06666667]",0.35771901768676445,0,0
11,11,2024-09-20 21:21:28.859728896,TASK_BEGIN,14,0.1947725580889072,-0.0204061687478349,7.545587111509464,-1.6462772829651138,1.4745953055444898,-0.039369547613112,9.02656761359817,-1.7830244648046851,0,2024-09-20 21:21:31.882576904,1726867291.8825774,2024-09-20 21:21:31.882577408,0,0.0,0.1,4.360948095476123,[0.99811135 0.00188865],[0.99811135 0.00188865],"[0.20833333 0.1953125  0.390625   0.70833333 0.29296875 0.48828125
 1.         0.         1.         0.29492188 0.7        0.        ]",0.6133383248484228,0,0
12,12,2024-09-20 21:21:28.927451904,TASK_BEGIN,14,0.1650038499817334,-0.0240211329851033,7.752064247272452,-1.7028613829074717,1.5186339852294068,-0.0660798941673006,9.01506360496376,-1.756977206726322,0,2024-09-20 21:21:31.932573975,1726867291.9325745,2024-09-20 21:21:31.932574464,0,0.0,0.1,4.417338614521361,[0.92407173 0.07592827],[0.92407173 0.07592827],"[ 0.19444444  0.1953125   0.390625    0.69444444  0.29296875  0.48828125
  1.          0.          1.          0.31054688  0.8        -0.03333333]",0.642100815439355,0,0
13,13,2024-09-20 21:21:28.995176960,TASK_BEGIN,14,0.136575280554809,-0.0275814657596837,7.940020433379761,-1.7466914411802943,1.5541447982033414,-0.0928948141843893,8.96236279665834,-1.7251873847824912,0,2024-09-20 21:21:31.932573975,1726867291.9325745,2024-09-20 21:21:31.932574464,0,0.0,0.1,4.417338614521361,[0.92407173 0.07592827],[0.92407173 0.07592827],"[ 0.19444444  0.1953125   0.390625    0.69444444  0.29296875  0.48828125
  1.          0.          1.          0.31054688  0.8        -0.03333333]",0.642100815439355,0,0
