,Unnamed: 0,time,MARKER,pid,L_O_DSI,L_D_DSI,L_O_DSphi,L_D_DSphi,R_O_DSI,R_D_DSI,R_O_DSphi,R_D_DSphi,trial_id,dateTimestamps,floatTimestamps,timestamps,episode,actions,rewards,discounted_rewards,chosen_actions,optimal_actions,states,continuous_optimal,binary_optimal,discrete_optimal
1,1,2024-09-25 22:29:04.232357888,TASK_BEGIN,18,-0.833823850354662,0.7315625258284855,-3.4334423912795216,1.056387873213768,-1.2406018716012766,0.705777613501728,-4.079321866055755,1.3878915618600167,2,2024-09-25 22:29:10.593028076,1727303350.5930285,2024-09-25 22:29:10.593028608,0,0.0,0.1,0.1,[1. 0.],[0.43968908 0.56031092],"[ 0.98611111  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8156286439078626,0,0
2,2,2024-09-25 22:29:04.294672128,TASK_BEGIN,18,-0.836824462155549,0.747114825683672,-4.030897901071753,1.2031621055424322,-1.3685844759183785,0.7409902627570867,-4.054832883781976,1.3962759163035812,2,2024-09-25 22:29:10.593028076,1727303350.5930285,2024-09-25 22:29:10.593028608,0,0.0,0.1,0.1,[1. 0.],[0.43968908 0.56031092],"[ 0.98611111  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8156286439078626,0,0
3,3,2024-09-25 22:29:04.371716096,TASK_BEGIN,18,-0.8404139267373073,0.7621496682336769,-4.598079616892846,1.3414819355238985,-1.4884844412651554,0.7748378803518007,-4.043471896477938,1.407952325541234,2,2024-09-25 22:29:10.593028076,1727303350.5930285,2024-09-25 22:29:10.593028608,0,0.0,0.1,0.1,[1. 0.],[0.43968908 0.56031092],"[ 0.98611111  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8156286439078626,0,0
4,4,2024-09-25 22:29:04.432823040,TASK_BEGIN,18,-0.8443470373217653,0.7763599428322521,-5.120531828214719,1.4674333294668245,-1.597173531460502,0.8066536175810226,-4.045967487345487,1.4230200897143903,2,2024-09-25 22:29:10.593028076,1727303350.5930285,2024-09-25 22:29:10.593028608,0,0.0,0.1,0.1,[1. 0.],[0.43968908 0.56031092],"[ 0.98611111  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8156286439078626,0,0
5,5,2024-09-25 22:29:04.494332928,TASK_BEGIN,18,-0.8484502711110503,0.7895102171138638,-5.58603808348261,1.577643086846677,-1.692568373646507,0.8359692737101009,-4.062406586980694,1.4413554119750729,2,2024-09-25 22:29:10.593028076,1727303350.5930285,2024-09-25 22:29:10.593028608,0,0.0,0.1,0.1,[1. 0.],[0.43968908 0.56031092],"[ 0.98611111  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4609375  -0.8         0.46666667]",0.8156286439078626,0,0
6,6,2024-09-25 22:29:04.571951872,TASK_BEGIN,18,-0.8526808215611009,0.8014550954092906,-5.984929638998636,1.669388039576653,-1.773606168674294,0.8625339664015489,-4.091780545111232,1.462461250908912,2,2024-09-25 22:29:11.357044922,1727303351.3570454,2024-09-25 22:29:11.357045504,0,1.0,0.1,1.5705680661607313,[0. 1.],[0.6921224 0.3078776],"[ 0.76388889  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.4453125  -0.8         0.5       ]",0.8157373910712483,0,0
7,7,2024-09-25 22:29:05.519542016,TASK_BEGIN,18,-0.8571392960265212,0.8121441972105738,-6.310361938353056,1.740702903644981,-1.8400754362799896,0.8863081708492718,-4.131416127443727,1.4853109382505605,2,2024-09-25 22:29:12.275070801,1727303352.2750711,2024-09-25 22:29:12.275071232,0,1.0,0.1,2.965523050004307,[0. 1.],[0.76959675 0.23040325],"[ 0.51388889  0.25390625  0.44921875  1.          0.          1.
  1.          0.          1.          0.3984375  -0.8         0.5       ]",0.8411900106473197,0,0
8,8,2024-09-25 22:29:05.587428096,TASK_BEGIN,18,-0.8620487915874423,0.8216115643914781,-6.558522730511764,1.790469559655712,-1.892410029739024,0.9074393711611832,-4.176555328526052,1.508271943252907,2,2024-09-25 22:29:12.377069092,1727303352.3770695,2024-09-25 22:29:12.377069568,0,1.0,0.1,3.1055091413092217,[0. 1.],[0.36393736 0.63606264],"[ 0.48611111  0.25390625  0.44921875  0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.3671875  -0.8         0.5       ]",0.8727434367916046,0,0
9,9,2024-09-25 22:29:05.655266048,TASK_BEGIN,18,-0.8677250670479327,0.8299537955789955,-6.72862334661787,1.818452511983403,-1.9315341396107268,0.9262254085676804,-4.220208877831421,1.5291632380036555,2,2024-09-25 22:29:12.377069092,1727303352.3770695,2024-09-25 22:29:12.377069568,0,1.0,0.1,3.1055091413092217,[0. 1.],[0.36393736 0.63606264],"[ 0.48611111  0.25390625  0.44921875  0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.3671875  -0.8         0.5       ]",0.8727434367916046,0,0
10,10,2024-09-25 22:29:05.715665152,TASK_BEGIN,18,-0.8745304968433707,0.8373003210864993,-6.822566147041493,1.8252502255582503,-1.958766997813344,0.9430688992715296,-4.253306458730411,1.5454495330769755,2,2024-09-25 22:29:12.377069092,1727303352.3770695,2024-09-25 22:29:12.377069568,0,1.0,0.1,3.1055091413092217,[0. 1.],[0.36393736 0.63606264],"[ 0.48611111  0.25390625  0.44921875  0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.3671875  -0.8         0.5       ]",0.8727434367916046,0,0
11,11,2024-09-25 22:29:05.790906112,TASK_BEGIN,18,-0.8827995261721486,0.8437780977463727,-6.844397245950971,1.8121723469128208,-1.975741077308914,0.95842261540645,-4.2652151975169135,1.5545350755431426,2,2024-09-25 22:29:12.377069092,1727303352.3770695,2024-09-25 22:29:12.377069568,0,1.0,0.1,3.1055091413092217,[0. 1.],[0.36393736 0.63606264],"[ 0.48611111  0.25390625  0.44921875  0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.3671875  -0.8         0.5       ]",0.8727434367916046,0,0
12,12,2024-09-25 22:29:05.858764800,TASK_BEGIN,18,-0.8927583761044842,0.8494766403347057,-6.799813553112418,1.781096296115068,-1.984307630586404,0.9727299142549192,-4.244717302389343,1.55410051317317,2,2024-09-25 22:29:12.377069092,1727303352.3770695,2024-09-25 22:29:12.377069568,0,1.0,0.1,3.1055091413092217,[0. 1.],[0.36393736 0.63606264],"[ 0.48611111  0.25390625  0.44921875  0.98611111  0.29296875  0.48828125
  1.          0.          1.          0.3671875  -0.8         0.5       ]",0.8727434367916046,0,0
